Word_ID,Words,Word_Eng,N_Valence,M_Valence,SD_Valence,N_Arousal,M_Arousal,SD_Arousal,Category,Sub_category
327,怀孕,pregnant,25,6.04,2.071231518,28,5.928571429,1.631372325,Expanded activities,Others
328,欢乐,joy,28,7.75,0.844371342,28,6.857142857,1.693435817,Expanded activities,Psychology
329,换乘,transfer from one bus to another ,26,5,0.565685425,28,3.357142857,1.44566493,Expanded activities,Others
330,慌乱,flustered,26,2.115384615,0.908930056,27,6.814814815,0.786278334,Expanded activities,Psychology
331,慌张,flustered,25,2.32,0.945163125,28,6.214285714,1.44932022,Expanded activities,Psychology
332,灰心,discouraged,26,2.769230769,0.764601455,28,5.25,1.838376901,Expanded activities,Psychology
333,恢复,recover,21,6.238095238,1.220850601,28,4.178571429,2.037674263,Basic activities,Nursing
334,回家,go home,22,6.636363636,1.364357674,28,4.892857143,2.424249188,Expanded activities,Others
335,回忆,recall,26,5.730769231,1.733382642,29,4.24137931,1.765850107,Expanded activities,Psychology
336,悔恨,remorse,29,2.827586207,1.255529641,26,6.307692308,2.429308227,Expanded activities,Psychology
337,汇款,remittance,28,4.642857143,1.704336206,28,4.178571429,1.963624227,Basic activities,Consumption
338,会员,member,25,5.28,1.137248141,28,3.857142857,1.626500122,Basic activities,Consumption
339,昏倒,faint,26,1.961538462,1.038490028,27,6.814814815,1.468569085,Basic activities,Nursing
340,昏迷,coma,22,1.954545455,0.950051263,28,5.071428571,2.053516792,Basic activities,Nursing
341,婚纱,wedding dress,22,6.863636364,1.52113537,27,4.814814815,2.094627506,Expanded activities,Others
342,婚宴,wedding reception,29,7.586206897,1.150069606,26,4.884615385,2.77599601,Expanded activities,Others
343,活动,activity,30,6.166666667,1.391683013,30,5.1,1.66816025,Expanded activities,Leisure
344,活泼,lively,26,7.038461538,1.148242805,28,6.142857143,1.380131119,Expanded activities,Psychology
345,火车,train,26,5.230769231,0.710362854,28,3.5,1.732050808,Expanded activities,Others
346,机场,airport,28,5.428571429,1.372442306,28,4.464285714,1.85556506,Expanded activities,Others
347,机灵,clever,28,6.571428571,1.199647214,26,4.307692308,1.123182292,Expanded activities,Psychology
348,积极,positive,31,6.774193548,0.990275296,30,4.566666667,1.735696885,Expanded activities,Psychology
349,激动,excited,31,5.806451613,2.242310636,30,7.133333333,1.525266135,Expanded activities,Psychology
350,激素,hormone,28,3.25,0.927960727,27,4.666666667,1.839732422,Basic activities,Nursing
351,急救,first aid,28,2.107142857,1.227441957,26,7.846153846,0.96715284,Basic activities,Nursing
352,急诊,emergency,27,1.925925926,1.035000034,27,7.814814815,1.001423488,Basic activities,Nursing
353,嫉妒,envy,26,2.846153846,1.222859197,29,5.724137931,1.46132405,Expanded activities,Psychology
354,计划,plan,20,5,0.648885685,28,3.642857143,1.591977241,Expanded activities,Others
355,计算,calculate,25,5.28,1.307669683,29,4.620689655,1.760961448,Expanded activities,Psychology
356,纪念,commemorate,27,5.777777778,1.552500052,29,4.620689655,2.128275511,Expanded activities,Psychology
357,忌恨,envy and hate,28,2.285714286,0.854493259,28,6.5,1.732050808,Expanded activities,Psychology
358,寂寞,lonely,28,3.321428571,1.334820599,28,3.357142857,1.63784605,Expanded activities,Psychology
359,加班,work overtime,27,4.074074074,1.238048276,27,4.037037037,1.849770911,Expanded activities,Others
360,佳肴,delicacy,29,7.137931034,1.528868347,31,4.806451613,2.088370255,Basic activities,Basic life activities
361,家人,family,28,6.571428571,1.259881577,28,4.321428571,2.195172674,Expanded activities,Communication
362,家事,housework,29,4.827586207,1.311187181,27,3.185185185,1.520046483,Expanded activities,Communication
363,家属,family members,27,5.666666667,1.176696811,29,3.172413793,1.965214738,Basic activities,Nursing
364,家长,parent,26,5.730769231,0.96156923,28,3.714285714,2.338995398,Expanded activities,Communication
365,假牙,denture,22,3.909090909,1.269011273,28,3.178571429,1.306779231,Basic activities,Basic life activities
366,价格,price,30,4.833333333,1.366680684,27,4.851851852,1.915597993,Basic activities,Consumption
367,价钱,price,21,4.952380952,0.384212243,27,4.37037037,1.690428898,Basic activities,Consumption
368,嫁妆,dowry,27,7.037037037,1.224163183,29,4.931034483,2.218928868,Basic activities,Consumption
369,坚果,nut,30,6.2,1.606023146,31,4.322580645,2.468293564,Basic activities,Basic life activities
370,检测,detect,29,4.793103448,0.940338478,26,3.730769231,2.442256208,Basic activities,Nursing
371,检查,examine,22,4.227272727,0.922306538,28,4.392857143,1.663091403,Basic activities,Nursing
372,剪纸,paper cut,21,5.428571429,0.978336781,28,2.535714286,1.318869967,Expanded activities,Leisure
373,简单,simple,27,5.222222222,0.847318546,29,2.068965517,0.883622192,Expanded activities,Others
374,建议,suggest,28,5.357142857,1.095928009,29,3.931034483,1.667569542,Expanded activities,Communication
375,健康,healthy,29,7.75862069,0.912421128,27,4.740740741,2.458776941,Basic activities,Nursing
376,健身,fitness,28,6.928571429,1.08622934,28,4.642857143,1.928620419,Expanded activities,Leisure
377,健谈,talkative,27,6.851851852,0.863966867,28,4.428571429,1.751794243,Expanded activities,Psychology
378,健忘,forgetful,26,3.5,1.503329638,29,4.827586207,1.872144788,Expanded activities,Psychology
379,奖金,bonus,29,8.034482759,1.017095255,31,6.451612903,2.335789798,Basic activities,Consumption
380,奖励,award,27,7.518518519,0.752961863,29,5.551724138,1.974592307,Basic activities,Consumption
381,奖品,prize,29,7.793103448,0.940338478,26,6.653846154,1.231009592,Basic activities,Consumption
382,酱油,soy sauce,28,5.25,0.927960727,29,2.551724138,1.478082902,Basic activities,Housework
383,郊游,outing,28,6.785714286,1.227980663,29,5.172413793,2.376506522,Expanded activities,Leisure
384,骄傲,proud,26,5.923076923,1.916727981,29,6.172413793,1.733472269,Expanded activities,Psychology
385,胶囊,capsule,26,4.115384615,1.275207374,29,3,1.33630621,Basic activities,Nursing
386,焦急,anxious,26,2.461538462,0.81145643,28,6.392857143,1.499117906,Expanded activities,Psychology
387,焦虑,anxiety,28,2.678571429,1.248808956,28,6,1.885618083,Expanded activities,Psychology
388,狡猾,cunning,28,2.607142857,1.030615987,26,5.884615385,1.632836136,Expanded activities,Psychology
389,饺子,dumpling,27,5.925925926,1.106829357,28,2.75,1.554563176,Basic activities,Basic life activities
390,缴费,pay,28,4.75,0.927960727,28,3.107142857,1.448863813,Basic activities,Consumption
391,叫号,call the number,21,4.714285714,0.643650304,28,4.035714286,1.527092198,Basic activities,Nursing
392,较真,take seriously,25,5,1.802775638,28,5.75,1.50616019,Expanded activities,Psychology
393,接通,connect,26,5.769230769,0.862910995,28,3.928571429,1.961265114,Expanded activities,Communication
394,结核,tuberculosis,30,2.533333333,1.357821108,26,5.653846154,2.22606932,Basic activities,Nursing
395,结婚,get married,25,7.88,1.235583533,29,6.448275862,2.277000014,Expanded activities,Others
396,结账,pay the bill,21,4.761904762,0.700340053,28,3.928571429,1.884214571,Basic activities,Consumption
397,姐夫,elder sister's husband,29,4.793103448,0.675029647,26,3.384615385,1.525173382,Expanded activities,Communication
398,姐姐,elder sister,30,6.933333333,1.507071454,31,3.935483871,2.293984654,Expanded activities,Communication
399,姐妹,sister,30,7.133333333,1.547708725,31,4,2.338090389,Expanded activities,Communication
400,解恨,vent one's hatred,26,5.038461538,2.009592381,28,7.142857143,1.208435956,Expanded activities,Psychology
401,戒指,ring,30,5.7,1.859736726,29,3.620689655,2.144990728,Expanded activities,Others
402,津贴,allowance,28,6.142857143,1.380131119,28,4.428571429,1.834415265,Basic activities,Consumption
403,紧张,nervous,25,2.52,0.822597512,26,6.192307692,1.166849802,Expanded activities,Psychology
404,谨慎,cautious,27,5.074074074,1.071516751,29,4,2,Expanded activities,Psychology
405,进站,pit stop,31,5.580645161,1.232184877,30,4.266666667,1.892513988,Expanded activities,Others
406,惊喜,pleasantly surprised,29,8,1.195228609,30,7.3,1.31699763,Expanded activities,Psychology
407,惊吓,scared,25,1.68,0.690410506,27,6.666666667,1.358732441,Expanded activities,Psychology
408,惊讶,surprise,28,4.785714286,1.969341737,31,5.935483871,2.096592217,Expanded activities,Psychology
409,警察,police,30,5.233333333,2.207875142,31,4.903225806,2.314517066,Expanded activities,Communication
410,敬爱,respect and love,26,7.038461538,0.870896974,28,3.428571429,2.007920823,Expanded activities,Psychology
411,敬佩,admire,30,7.166666667,1.288766674,31,5.451612903,2.29257802,Expanded activities,Psychology
412,敬重,respect,30,6.566666667,1.072648457,26,4.538461538,1.881079886,Expanded activities,Psychology
413,纠缠,entangled,26,3.038461538,0.720042734,28,5.5,1.855921454,Expanded activities,Psychology
414,纠纷,dispute,21,2.857142857,0.654653671,28,5.678571429,1.611384761,Expanded activities,Psychology
415,纠结,tangled,25,3.52,1.262273082,28,5.785714286,1.548168401,Expanded activities,Psychology
416,揪心,worried,29,2.482758621,0.870988341,27,6.666666667,1.386750491,Expanded activities,Psychology
417,舅舅,uncle,27,6.037037037,1.34397463,28,2.678571429,1.156417566,Expanded activities,Communication
418,舅妈,aunt,28,5.714285714,1.083791112,28,2.285714286,1.242969648,Expanded activities,Communication
419,拘谨,overcautious,29,4.103448276,1.447777301,26,3.884615385,2.388755711,Expanded activities,Psychology
420,沮丧,frustrated,29,2.310344828,1.072495364,26,5.538461538,2.30183873,Expanded activities,Psychology
421,聚会,have a party,29,7.793103448,1.048104082,30,6.366666667,2.204749315,Expanded activities,Communication
422,绝望,despair,26,1.961538462,0.773602959,28,6.678571429,1.564740457,Expanded activities,Psychology
423,咖啡,coffee,26,5.5,0.860232527,27,3.814814815,2.094627506,Basic activities,Basic life activities
424,开车,drive,30,5.1,1.373392477,27,3.814814815,2.131035087,Expanded activities,Others
425,开除,expelled,26,1.807692308,0.938902797,28,7.214285714,1.728993346,Expanded activities,Others
426,开刀,operate,30,1.466666667,0.730296743,26,7.5,1.630950643,Basic activities,Nursing
427,开会,have a meeting,20,4.95,0.223606798,28,3.928571429,1.719788347,Expanded activities,Others
428,开机,boot up,29,5.827586207,1.489701924,31,3.516129032,2.047290368,Expanded activities,Communication
429,开朗,optimistic,25,7.2,1.443375673,28,5.357142857,2.146733707,Expanded activities,Psychology
430,开门,open the door,28,5.214285714,0.738223235,28,2.571428571,1.230133128,Expanded activities,Others
431,开销,expense,30,4.1,1.348050956,27,5.148148148,1.955341869,Basic activities,Consumption
432,开心,joyful,28,7.821428571,0.983326607,28,6.571428571,1.730522752,Expanded activities,Psychology
433,开支,expenditure,21,4.904761905,0.43643578,28,3.928571429,1.741190981,Basic activities,Consumption
434,看报,read newspapers,30,5.9,1.295882072,29,2.586206897,1.401969059,Expanded activities,Leisure
435,看病,see a doctor,27,2.62962963,0.966681403,26,5.807692308,1.625281041,Basic activities,Nursing
436,康复,recovery,25,7.32,1.435270009,28,6.571428571,1.793580558,Basic activities,Nursing
437,考虑,consider,29,4.448275862,1.325200979,30,2.566666667,1.250746903,Expanded activities,Psychology
438,可爱,cute,28,7.392857143,0.994029797,28,5.428571429,2.284060248,Expanded activities,Psychology
439,可靠,reliable,28,7.107142857,1.165532328,24,1.791666667,1.350657382,Expanded activities,Psychology
440,可怕,horrible,22,2.636363636,0.953462589,28,6.321428571,1.72247822,Expanded activities,Psychology
441,可惜,pity,28,3.392857143,1.065947178,28,5.357142857,2.058663459,Expanded activities,Psychology
442,客车,bus,26,5.269230769,1.282425586,29,3.655172414,1.758161826,Expanded activities,Others
443,客人,guest,28,6.928571429,1.11980724,27,4.555555556,2.118296364,Expanded activities,Communication
444,空调,air conditioner,29,6.413793103,1.476415577,25,2.28,1.620699437,Expanded activities,Others
445,空腹,fasting,22,3.954545455,1.0900971,26,2.692307692,1.123182292,Basic activities,Nursing
446,恐怖,terror,30,1.633333333,0.718395402,30,7.2,1.845778034,Expanded activities,Psychology
447,恐慌,panic,22,2.727272727,0.935125058,28,6.428571429,1.665078609,Expanded activities,Psychology
448,口袋,pocket,28,4.821428571,0.722832465,24,2.5,1.474419562,Basic activities,Consumption
449,口服,oral administration,28,4.821428571,1.415615857,28,3.357142857,1.789150134,Basic activities,Nursing
450,口红,lipstick,27,5.925925926,1.174273128,27,2.333333333,1.176696811,Basic activities,Basic life activities
451,口腔,oral cavity,22,4.772727273,0.751621624,27,3.777777778,1.825741858,Basic activities,Nursing
452,口水,saliva,30,3.4,1.452702594,31,3.258064516,2.112940162,Basic activities,Basic life activities
453,口味,taste,30,5.966666667,1.272611579,30,4,1.701925887,Basic activities,Housework
454,口罩,facial mask,27,5,0.733799386,27,2.148148148,1.261979632,Basic activities,Nursing
455,苦恼,distressed,28,2.607142857,1.13330999,28,5.285714286,1.863035016,Expanded activities,Psychology
456,裤子,pants,30,4.733333333,0.52083046,27,2.777777778,1.450022104,Basic activities,Basic life activities
457,快递,express delivery,27,5.740740741,1.095185007,27,3.888888889,1.783111656,Expanded activities,Others
458,快乐,hapiness,22,7.681818182,0.994574024,26,6.769230769,1.795721411,Expanded activities,Psychology
459,筷子,chopsticks,27,4.814814815,0.483340701,27,1.814814815,0.921413506,Basic activities,Housework
460,宽心,feel relieved,30,7.066666667,1.311312407,25,1.56,1.044030651,Expanded activities,Psychology
461,款待,hospitality,26,6,1.414213562,27,4.074074074,1.174273128,Basic activities,Housework
462,溃疡,ulcer,29,2.034482759,0.905647307,31,6,2.338090389,Basic activities,Nursing
463,困惑,puzzled,30,3.266666667,1.311312407,26,4.807692308,2.44980376,Expanded activities,Psychology
464,困倦,sleepy,31,3.322580645,1.194071376,30,3.9,1.66816025,Basic activities,Basic life activities
465,扩散,diffusion,28,3.071428571,1.274495439,27,6.111111111,1.648620247,Basic activities,Nursing
466,垃圾,garbage,27,3.555555556,1.219499687,29,3.965517241,2.09562058,Basic activities,Housework
467,辣椒,chili,30,3.6,1.248447312,27,5.703703704,2.35036519,Basic activities,Housework
468,来劲,exciting,26,6.115384615,1.751043645,28,6.071428571,1.631372325,Expanded activities,Psychology
469,浪费,waste,29,2.586206897,1.210585495,26,4.846153846,2.411510857,Basic activities,Basic life activities
470,唠叨,nagging,30,2.7,0.952311163,31,5.161290323,1.984889152,Expanded activities,Psychology
471,老板,boss,31,5.064516129,1.481789096,30,4.133333333,1.960530071,Expanded activities,Others
472,老伴,wife,30,6.233333333,1.250746903,27,3.185185185,1.687898945,Expanded activities,Communication
473,老人,older adults,26,5.423076923,1.474396878,29,4.206896552,2.006761968,Expanded activities,Communication
474,老实,honest,30,5.433333333,1.165105688,27,3.703703704,1.814785743,Expanded activities,Psychology
475,老乡,fellow,28,6.142857143,1.297127474,28,4.071428571,1.980059323,Expanded activities,Communication
476,乐观,optimism,30,7.5,0.776819333,27,6,2.093947321,Expanded activities,Psychology
477,乐意,willing,30,7.933333333,0.907187139,26,2.653846154,2.096517259,Expanded activities,Psychology
478,了解,understand,29,4.75862069,1.090713149,26,3.115384615,1.531715981,Expanded activities,Psychology
479,冷静,calm,27,5.62962963,1.445101757,25,1.44,0.820568908,Expanded activities,Psychology
480,冷战,cold war,28,3.035714286,1.261455446,29,4.827586207,2.253076714,Expanded activities,Psychology
481,离婚,divorce,24,1.708333333,0.750603622,27,7.777777778,0.847318546,Expanded activities,Others
482,礼金,gift money,21,6,1.264911064,28,4.571428571,1.970684623,Basic activities,Consumption
483,礼貌,polite,26,6.807692308,1.096147098,27,3.259259259,1.722980258,Expanded activities,Psychology
484,礼物,gift,27,6.555555556,0.751067616,29,4.724137931,2.153013697,Basic activities,Consumption
485,理发,haircut,30,5.6,1.379655129,30,2.7,1.622046387,Basic activities,Basic life activities
486,理解,understand,28,6.357142857,1.28277147,27,3.333333333,1.709700829,Expanded activities,Psychology
487,利息,interest,26,6.423076923,1.653434654,29,5.034482759,2.129432497,Basic activities,Consumption
488,联系,connect,26,5.576923077,1.419100473,28,4.428571429,1.069044968,Expanded activities,Communication
489,练习,practise,27,5.037037037,0.758616224,27,2.814814815,1.359780441,Expanded activities,Others
490,恋爱,in love,29,7.379310345,1.612757025,31,5.35483871,2.074421801,Expanded activities,Others
491,良心,conscience,29,6.275862069,1.221724534,30,3.866666667,1.775956922,Expanded activities,Psychology
492,良性,benign,21,6.142857143,1.31475147,28,4.25,2.382420182,Basic activities,Nursing
493,凉水,cold water,26,4.423076923,0.757526339,27,3.148148148,1.261979632,Basic activities,Basic life activities
494,粮食,grain,30,6.033333333,1.272611579,27,3.592592593,2.004979556,Basic activities,Basic life activities
495,聊天,chat,30,6.066666667,1.362890775,25,2.28,1.568438714,Expanded activities,Communication
496,邻居,neighbor,27,5.703703704,0.953326759,27,3.407407407,1.525658981,Expanded activities,Communication
497,临终,dying,27,1.851851852,1.026708846,29,5.75862069,2.586436771,Expanded activities,Others
498,零钱,pocket money,29,6.482758621,1.478915859,25,1.44,1.003327796,Basic activities,Consumption
499,零食,snack,30,6.033333333,1.496739752,31,4.032258065,2.228360697,Basic activities,Basic life activities
500,领取,receive,26,5.769230769,0.862910995,28,3.5,1.527525232,Expanded activities,Others
501,领悟,comprehend,27,6.185185185,1.272098117,27,3.037037037,1.453946393,Expanded activities,Psychology
502,流感,influenza,29,2.448275862,0.827483573,27,5.222222222,1.601281538,Basic activities,Nursing
503,流泪,tear,29,2.137931034,1.025536025,26,4.884615385,2.534985966,Expanded activities,Psychology
504,流量,flow,30,4.466666667,1.224275531,30,3.933333333,2.066703745,Expanded activities,Communication
505,流血,bleed,30,2,0.946864153,26,5.923076923,2.207678906,Basic activities,Nursing
506,遛弯,take a walk,29,6,1,30,4.166666667,1.931291034,Expanded activities,Leisure
507,楼梯,stairs,29,4.344827586,0.720905287,26,3.346153846,1.874935896,Basic activities,Basic life activities
508,轮椅,wheelchair,28,2.285714286,1.272418021,31,5.161290323,2.794002794,Basic activities,Nursing
509,旅游,travel,22,7.318181818,0.779887882,28,5.821428571,2.228661306,Expanded activities,Leisure
510,绿灯,green light,30,5.166666667,1.205828756,26,2.730769231,1.429900481,Expanded activities,Others
511,妈妈,mom,31,7.483870968,1.150969671,30,4.5,2.487901761,Expanded activities,Communication
512,麻烦,trouble,29,2.482758621,0.633622784,26,6.346153846,1.719123211,Expanded activities,Psychology
513,麻将,mahjong,28,4.607142857,1.523623501,29,4.689655172,2.237719634,Expanded activities,Leisure
514,麻药,anesthetic,30,2.7,1.149212624,29,4.724137931,2.519871762,Basic activities,Nursing
515,马桶,closestool,30,3.9,1.68870487,25,2.6,2.020725942,Basic activities,Basic life activities
516,埋怨,complain,27,3.148148148,0.662379377,26,6,1.496662955,Expanded activities,Psychology
517,满意,satisfy,30,7.7,1.235955585,25,2.32,1.908751774,Expanded activities,Psychology
518,莽撞,reckless,30,2.933333333,0.907187139,29,6.551724138,1.428940839,Expanded activities,Psychology
519,毛笔,writing brush,25,4.88,0.781024968,29,2.827586207,1.582695836,Expanded activities,Leisure
520,毛病,fault,28,2.428571429,0.741798187,27,6.481481481,1.39698495,Basic activities,Nursing
521,毛巾,towel,21,4.952380952,0.21821789,27,1.962962963,0.85401682,Basic activities,Basic life activities
522,毛衣,sweater,27,5.296296296,0.823445613,27,1.962962963,0.758616224,Basic activities,Basic life activities
523,冒险,adventure,27,2.925925926,0.729906523,29,5.689655172,2.123061272,Expanded activities,Psychology
524,帽子,hat,29,5.24137931,1.272095358,30,3.266666667,1.910647721,Basic activities,Basic life activities
525,没空,no time,29,4.24137931,0.950758059,31,4.064516129,2.096592217,Expanded activities,Others
526,没事,don't worry,30,5.833333333,1.464130514,27,2.666666667,1.61721508,Expanded activities,Psychology
527,没用,useless,30,3.3,1.178836364,29,4.275862069,2.136361254,Expanded activities,Psychology
528,煤气,coalgas,29,4.517241379,0.870988341,27,3.407407407,1.865872847,Basic activities,Housework
529,美女,beauty,26,6.730769231,1.218447941,28,3.75,1.713238216,Expanded activities,Communication
530,美食,delicious food,26,7.576923077,1.137473584,29,5.517241379,1.975215895,Basic activities,Basic life activities
531,妹夫,younger sister's husband,26,5.538461538,1.103839453,27,2.666666667,1.467598771,Expanded activities,Communication
532,妹妹,younger sister,26,6.230769231,1.176696811,26,2.692307692,1.319673619,Expanded activities,Communication
533,门票,entrance ticket,21,4.80952381,0.813575296,26,2.692307692,1.40767129,Basic activities,Consumption
534,门诊,outpatient,28,3.5,1.232281834,27,4.407407407,2.240522934,Basic activities,Nursing
535,梦想,dream,30,6.033333333,1.607811392,26,4.692307692,2.131088563,Expanded activities,Psychology
536,迷路,get lost,29,2.482758621,0.949461865,26,6.192307692,1.442753777,Expanded activities,Others
537,米饭,rice,26,6.692307692,1.761118526,29,2.827586207,1.605102701,Basic activities,Basic life activities
538,密码,password,26,4.846153846,0.464095481,29,3.137931034,1.826865738,Basic activities,Consumption
539,免费,free,28,6.5,1.319371343,27,4.074074074,1.858989095,Basic activities,Consumption
540,面条,noodle,29,5.793103448,1.048104082,25,2,1.443375673,Basic activities,Basic life activities
541,面子,reputation,31,6,1.238278375,30,4.133333333,2.19298778,Expanded activities,Psychology
542,敏感,sensitive,29,4.827586207,1.489701924,31,4.64516129,1.871690628,Expanded activities,Psychology
543,名医,famous doctor,27,5.851851852,0.988538303,28,5.392857143,2.266328173,Basic activities,Nursing
544,明白,clear,27,5.777777778,1.250640861,27,2.481481481,1.122167215,Expanded activities,Psychology
545,抹布,rag,29,4.689655172,1.16813185,29,2.827586207,1.691765044,Basic activities,Housework
546,母亲,mother,28,6.607142857,1.547741143,29,2.965517241,2.227791325,Expanded activities,Communication
547,奶奶,grandmother,28,7.071428571,1.67616342,31,3,2.097617696,Expanded activities,Communication
548,男孩,boy,30,7.066666667,1.412587094,31,4.193548387,2.600248127,Expanded activities,Communication
549,男人,man,20,5.05,0.394034463,28,3.5,1.875771446,Expanded activities,Communication
550,难受,uncomfortable,24,1.833333333,0.868114732,28,6.428571429,1.372442306,Basic activities,Nursing
551,恼火,annoyed,28,1.821428571,0.669636243,29,7.310344828,0.967450563,Expanded activities,Psychology
552,闹心,upset,27,2.703703704,0.868899163,27,5.37037037,1.924500897,Expanded activities,Psychology
553,闹钟,alarm clock,27,4.407407407,0.930643254,28,3.642857143,2.129411077,Basic activities,Basic life activities
554,内疚,guilty,29,3.068965517,1.334461756,26,4.653846154,2.134334701,Expanded activities,Psychology
555,内科,internal medicine,28,3.857142857,1.078898125,27,4.222222222,1.694637091,Basic activities,Nursing
556,内向,introverted,30,4.733333333,0.739679956,29,2.724137931,1.436676515,Expanded activities,Psychology
557,你好,hello,29,7.517241379,0.870988341,27,4.481481481,2.100739254,Expanded activities,Communication
558,溺爱,spoil,31,4.806451613,1.851474275,30,4.666666667,2.005738893,Expanded activities,Psychology
559,牛奶,milk,29,6.379310345,1.082780584,27,3.333333333,2.236067977,Basic activities,Basic life activities
560,农村,rural area,27,5.222222222,1.012739367,28,3.178571429,1.963624227,Expanded activities,Others
561,暖和,warm,30,6.9,0.922889017,30,4.066666667,1.910647721,Expanded activities,Others
562,暖气,heating,28,6.178571429,1.492042384,29,3.827586207,2.18875316,Expanded activities,Others
563,女儿,daughter,26,6.884615385,1.275207374,28,3.607142857,2.499470843,Expanded activities,Communication
564,女孩,girl,26,6.115384615,1.243444348,29,3.862068966,1.787339162,Expanded activities,Communication
565,女人,woman,30,5.366666667,1.376736104,26,3.115384615,1.751043645,Expanded activities,Communication
566,女生,female student,26,6.038461538,1.24838357,29,3.862068966,1.940620997,Expanded activities,Communication
567,女婿,son in law,29,6.862068966,1.705540089,31,3.967741935,2.152268121,Expanded activities,Communication
568,呕吐,vomit,29,1.620689655,0.727706431,30,7.066666667,2.016027732,Basic activities,Nursing
569,爬山,climb mountains,28,6.321428571,1.334820599,27,5.555555556,1.423250163,Expanded activities,Leisure
570,拍照,photograph,26,6.653846154,1.231009592,28,3.892857143,2.114137346,Expanded activities,Leisure
571,排队,queue,21,4.285714286,1.007117528,27,3.666666667,1.441153384,Basic activities,Nursing
572,攀比,compare,28,3.821428571,1.362284884,29,3.896551724,1.496300858,Expanded activities,Psychology
573,盘子,plate,28,5.214285714,1.19743995,30,2.5,1.279816797,Basic activities,Housework
574,盼望,look forward to,30,6,1.640016821,31,5.032258065,2.105292869,Expanded activities,Psychology
575,佩服,admire,27,6.740740741,1.227649179,27,4.333333333,1.61721508,Expanded activities,Psychology
576,朋友,friend,28,6.964285714,0.922241346,28,4.571428571,2.007920823,Expanded activities,Communication
577,疲劳,fatigue,29,3.413793103,1.210585495,26,5.307692308,2.541955637,Basic activities,Nursing
578,脾气,temper,27,3.296296296,0.992851946,27,5.037037037,2.488148547,Expanded activities,Psychology
579,偏爱,preference,30,6.233333333,1.194335289,27,4.407407407,1.886373388,Expanded activities,Psychology
580,偏心,eccentric,29,2.620689655,0.97884017,31,5.032258065,2.136724455,Expanded activities,Psychology
581,骗子,liar,29,1.517241379,0.633622784,26,8,0.938083152,Basic activities,Consumption
582,漂亮,beautiful,22,7.409090909,1.05375026,27,5.703703704,2.317405957,Expanded activities,Psychology
583,贫血,anemia,28,3.035714286,0.881166855,29,4.551724138,1.900868352,Basic activities,Nursing
584,频道,channel,30,5.466666667,1.136641554,30,3.866666667,1.696514344,Expanded activities,Leisure
585,平安,safety,28,7.071428571,1.303231637,28,2.785714286,2.096860843,Expanded activities,Psychology
586,苹果,apple,30,6,1.313064329,26,2.846153846,1.592289112,Basic activities,Basic life activities
587,婆婆,mother in law,29,5.379310345,1.146852622,26,2.961538462,1.660861686,Expanded activities,Communication
588,扑克,poker,21,4.714285714,0.717137166,28,3.25,1.456149158,Expanded activities,Leisure
589,朴素,plain and not decorated,25,5.48,1.122497216,29,3.068965517,1.307424799,Expanded activities,Psychology
590,妻子,wife,28,6.357142857,1.520581899,28,2.428571429,1.619981057,Expanded activities,Communication
591,期待,expect,30,6.533333333,1.252124631,26,3.615384615,2.350777286,Expanded activities,Psychology
592,期望,expect,22,6.681818182,1.286796082,27,4.888888889,1.948043068,Expanded activities,Psychology
593,奇怪,strangeness,30,4.566666667,1.356550731,31,4.709677419,1.81095828,Expanded activities,Psychology
594,奇迹,miracle,21,6.952380952,0.497613352,27,6.62962963,1.620734595,Expanded activities,Psychology
595,歧视,discriminate,29,2.551724138,1.212618386,26,5.038461538,2.806859729,Expanded activities,Psychology
596,骑车,cycling,29,5.551724138,1.120784384,27,4.666666667,2.112235418,Expanded activities,Others
597,起床,get up,28,5.214285714,0.917207633,29,3.068965517,1.751143187,Basic activities,Basic life activities
598,起飞,take off,22,5.5,1.654719081,28,4.678571429,1.72247822,Expanded activities,Others
599,牵挂,care,22,5.363636364,1.590012116,28,4.821428571,2.073707923,Expanded activities,Psychology
600,牵连,implicated,28,3.357142857,1.496026483,31,5.774193548,2.15576247,Expanded activities,Psychology
601,签字,signiture,21,4.952380952,0.384212243,27,3.62962963,1.904410835,Basic activities,Nursing
602,钱包,wallet,29,5.965517241,1.375363812,30,4.3,2.409034719,Basic activities,Consumption
603,欠费,arrears,26,2.884615385,0.863801972,27,5.814814815,1.54514219,Basic activities,Consumption
604,欠债,in debt,30,1.733333333,0.907187139,26,6.884615385,2.658223814,Basic activities,Consumption
605,强势,strong,30,4.3,2.246069364,26,5.192307692,2.698432593,Expanded activities,Psychology
606,抢救,rescue,28,2.428571429,1.989389846,25,8,1.443375673,Basic activities,Nursing
607,敲诈,blackmail,30,1.633333333,0.718395402,30,7.733333333,1.142692927,Basic activities,Consumption
608,桥牌,bridge card,28,4.321428571,1.389206313,27,3.037037037,1.628625694,Expanded activities,Leisure
609,亲家,relatives by marriage,31,6.225806452,1.383466116,30,4.466666667,2.19298778,Expanded activities,Communication
610,亲密,close,29,7.517241379,1.089583461,25,3.08,1.934769581,Expanded activities,Psychology
611,亲戚,relative,27,5.925925926,1.141049649,28,2.75,1.530553035,Expanded activities,Communication
612,亲切,kind,29,7.344827586,0.813978855,30,4.866666667,1.775956922,Expanded activities,Psychology
613,亲人,relative,26,7.307692308,1.435805858,29,5.620689655,2.094444916,Expanded activities,Communication
